,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_0,0.7322,0.2455,2.4356,2.7075,1.777,1.7612,8.6813,0.0039,0.0002,0.9309,0.0019,0.937
feature_1,0.1163,0.039,1.8708,2.2124,1.3487,1.1477,6.5796,0.4806,0.001,0.0014,0.316,0.7991
feature_2,-0.2646,0.0887,1.7603,1.2938,2.567,2.6445,8.2656,0.0055,0.0002,0.0011,0.0017,0.0085
feature_3,0.3067,0.1029,1.511,1.2473,2.1409,2.1663,7.0654,0.0007,0.0,0.0577,0.0003,0.0587
feature_4,-0.0048,0.0016,1.6826,1.2421,2.4691,2.5277,7.9215,0.0012,0.0011,0.0014,0.0016,0.0054
feature_5,-0.0431,0.0144,0.1075,0.115,0.1044,0.0857,0.4126,0.0001,0.0002,0.0004,0.0356,0.0362
feature_6,-0.7645,0.2564,1.7284,1.2749,2.5164,2.5907,8.1104,0.0053,0.0013,0.0009,0.0037,0.0112
feature_7,-0.7497,0.2514,2.401,2.8898,1.5512,1.5126,8.3545,0.0488,0.9807,0.003,0.0053,1.0378
rank_correlation,-0.3333,1.0,0.4762,0.5952,0.2381,0.2381,0.619,0.3333,0.3333,0.2857,0.0238,0.4762
cosine_similarity,-0.3087,1.0,0.8648,0.8628,0.7762,0.7726,0.8427,0.1533,0.5504,0.5521,0.1083,0.7217
