,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_0,0.2097,0.0883,1.489,1.4576,1.5086,1.4929,5.9481,0.0437,0.2049,0.0815,0.0587,0.3888
feature_1,-0.2154,0.0907,1.1077,1.1435,1.1252,1.0794,4.4558,0.0411,0.1295,0.0412,0.0513,0.2631
feature_2,0.0369,0.0155,1.1427,1.1622,1.1489,1.1781,4.6319,0.0884,0.0631,0.1036,0.0578,0.3128
feature_3,0.5408,0.2278,0.9464,0.9576,0.9476,0.9855,3.8371,0.0739,0.0441,0.0663,0.0769,0.2612
feature_4,0.116,0.0488,1.0394,1.0499,1.0412,1.0632,4.1937,0.0896,0.0398,0.0796,0.0642,0.2733
feature_5,0.1173,0.0494,1.0698,1.0805,1.0762,1.0625,4.289,0.0645,0.0634,0.0635,0.0739,0.2653
feature_6,-0.197,0.083,1.0163,1.0024,0.995,0.9875,4.0012,0.0349,0.0299,0.055,0.1187,0.2385
feature_7,-0.078,0.0329,1.31,1.293,1.2992,1.2424,5.1446,0.1167,0.0741,0.0552,0.0653,0.3112
feature_8,-0.2164,0.0911,1.4005,1.3145,1.3502,1.3621,5.4274,0.0668,0.0954,0.0715,0.0948,0.3285
feature_9,-0.262,0.1104,1.1168,1.1395,1.1351,1.1313,4.5226,0.082,0.0606,0.0497,0.0815,0.2737
feature_10,0.151,0.0636,1.0991,1.112,1.1045,1.1179,4.4336,0.1005,0.0323,0.0685,0.0786,0.2799
feature_11,-0.2104,0.0886,1.0963,1.101,1.0972,1.095,4.3894,0.0723,0.0577,0.073,0.057,0.2601
feature_12,0.0232,0.0098,1.0458,1.0577,1.0468,1.0781,4.2283,0.0578,0.0467,0.1231,0.0453,0.2729
rank_correlation,-0.2418,1.0,0.022,0.011,0.022,-0.033,0.022,-0.2253,0.1374,-0.5,0.4176,-0.1978
cosine_similarity,0.2146,1.0,0.802,0.8032,0.8024,0.8054,0.8033,0.7499,0.708,0.7169,0.8413,0.8045
