,0.2,0.4,0.6,0.8,1.0
MCM,0.557675,0.5612,0.7409666666666667,0.7401,0.5595
DRL,0.5312749999999999,0.533825,0.537575,0.6937666666666665,0.5211250000000001
Disent,0.45409999999999995,0.6755999999999999,0.6653333333333333,0.6459333333333334,0.47255
MemPAE-ws-pos-d64-lr0.001-t0.1,0.5623,0.564425,0.568075,0.5689500000000001,0.5778
