,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_0,-0.6475,0.1017,0.4453,0.4711,0.4196,0.4447,1.7806,0.047,0.0257,0.0309,0.014,0.1176
feature_1,-0.5266,0.0827,0.5552,0.5204,0.406,0.5094,1.991,0.0297,0.0369,0.0191,0.0478,0.1336
feature_2,0.5555,0.0873,0.543,0.6586,0.6303,0.6146,2.4465,0.0264,0.0568,0.0313,0.0405,0.1549
feature_3,0.5295,0.0832,0.2889,0.2818,0.3714,0.3052,1.2474,0.0196,0.0169,0.0235,0.0173,0.0773
feature_4,-0.3439,0.054,0.5282,0.4933,0.8692,0.5664,2.4571,0.0536,0.0333,0.0388,0.0128,0.1385
feature_5,0.0226,0.0035,0.6962,0.4276,0.7291,0.6628,2.5158,0.0314,0.0225,0.0284,0.0218,0.104
feature_6,0.0379,0.006,0.4136,0.4338,1.0949,0.5306,2.4729,0.0576,0.0178,0.0228,0.03,0.1282
feature_7,0.0663,0.0104,0.5891,0.6331,0.5552,0.6012,2.3786,0.0484,0.0311,0.046,0.009,0.1345
feature_8,0.0612,0.0096,0.381,0.3812,0.8246,0.4518,2.0386,0.0269,0.0359,0.0283,0.0107,0.1018
feature_9,0.0924,0.0145,0.4518,0.4678,0.6537,0.4896,2.0629,0.0233,0.0223,0.0358,0.022,0.1034
feature_10,0.0908,0.0143,0.5101,0.5687,0.6078,0.5493,2.2359,0.0378,0.0449,0.0334,0.036,0.1522
feature_11,-0.0384,0.006,0.6915,0.7413,0.458,0.6702,2.5609,0.0845,0.0365,0.0273,0.0447,0.193
feature_12,-0.0212,0.0033,0.707,0.6039,0.6869,0.6635,2.6612,0.0297,0.0521,0.0441,0.0473,0.1732
feature_13,0.0024,0.0004,0.683,0.6559,0.5692,0.6708,2.5789,0.0409,0.041,0.0168,0.0664,0.165
feature_14,-0.179,0.0281,0.6142,0.7211,0.4816,0.6306,2.4475,0.0269,0.0311,0.0666,0.0187,0.1432
feature_15,-0.3096,0.0486,0.7137,0.6481,0.4915,0.6181,2.4714,0.073,0.0389,0.0187,0.0499,0.1805
feature_16,-0.3873,0.0608,0.5822,0.5628,0.6075,0.5888,2.3413,0.0222,0.0367,0.0228,0.0554,0.1371
feature_17,-0.445,0.0699,0.6418,0.5286,0.5676,0.565,2.303,0.0136,0.0213,0.0588,0.034,0.1277
feature_18,-0.3741,0.0588,0.4953,0.4665,0.8479,0.5442,2.3539,0.0433,0.0238,0.0397,0.0289,0.1357
feature_19,-0.3775,0.0593,0.7077,0.6862,0.5227,0.6744,2.591,0.0328,0.0376,0.028,0.0774,0.1759
feature_20,-0.4461,0.0701,0.7647,0.7121,0.5225,0.6629,2.6622,0.0601,0.0325,0.0371,0.0596,0.1893
feature_21,-0.4192,0.0659,0.7237,0.6423,0.7388,0.7435,2.8483,0.0297,0.0563,0.0375,0.0315,0.1551
feature_22,-0.1994,0.0313,0.6967,0.7716,0.4514,0.6622,2.582,0.0182,0.0622,0.0466,0.0571,0.1841
feature_23,-0.1005,0.0158,0.6812,0.7662,0.4488,0.6494,2.5456,0.0309,0.061,0.0524,0.052,0.1963
feature_24,0.0155,0.0024,0.5418,0.7101,0.4083,0.5982,2.2583,0.0302,0.0357,0.0395,0.0379,0.1433
feature_25,0.0759,0.0119,0.5542,0.6722,0.4415,0.5873,2.2552,0.0257,0.0284,0.0358,0.0517,0.1416
rank_correlation,-0.468,1.0,-0.0489,-0.0954,-0.2335,-0.2609,-0.2274,-0.2055,-0.0359,-0.0188,-0.0024,-0.1097
cosine_similarity,-0.5256,1.0,0.7384,0.7255,0.7037,0.733,0.7359,0.6721,0.7148,0.7072,0.6914,0.7376
