,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head_sum_no_self
feature_0,0.0658,0.0424,0.1734,0.4819,1.049,0.2224,1.9266,0.0012,0.0036,0.0265,0.0018,0.0331
feature_1,-0.2392,0.1543,0.1345,0.4249,0.9162,0.1802,1.6558,0.0006,0.003,0.0213,0.0066,0.0315
feature_2,-0.0125,0.0081,1.1591,1.0102,0.7567,1.1357,4.0618,0.0008,0.0346,0.036,0.2282,0.2997
feature_3,0.2002,0.1291,0.2153,0.5969,1.2766,0.2759,2.3647,0.0019,0.0056,0.0156,0.0026,0.0257
feature_4,-0.0344,0.0222,0.2725,0.74,1.5901,0.3461,2.9487,0.001,0.0062,0.0094,0.017,0.0336
feature_5,0.1284,0.0828,0.2063,0.4283,0.8491,0.2397,1.7234,0.0003,0.0074,0.0173,0.0139,0.039
feature_6,-0.1681,0.1084,4.0304,3.5274,2.6148,3.9507,14.1232,0.9709,0.0191,0.0175,0.0405,1.0481
feature_7,-0.1353,0.0873,0.4035,0.6295,1.0475,0.4378,2.5183,0.0029,0.0035,0.0302,0.0479,0.0846
feature_8,0.0551,0.0355,1.049,0.9194,0.6633,1.0276,3.6594,0.0036,0.0693,0.0412,0.1564,0.2705
feature_9,0.1204,0.0776,3.3807,2.9253,2.1344,3.311,11.7515,0.0065,0.7416,0.0108,0.1214,0.8803
feature_10,0.3912,0.2523,3.644,3.1642,2.2924,3.5698,12.6705,0.0047,0.0453,0.6979,0.1648,0.9126
rank_correlation,0.1364,1.0,0.0,-0.0636,0.4364,0.0,-0.0636,0.2273,-0.2727,0.1,-0.2273,-0.0273
cosine_similarity,0.3753,1.0,0.7189,0.7789,0.8482,0.7284,0.7776,0.2967,0.2726,0.7279,0.5331,0.7009
