,tree,tree_norm,head1_self,head_sum_self,head1_no_self,head_sum_no_self
feature_0,0.1412,0.1412,0.4953,0.4953,0.1846,0.1846
feature_1,0.0256,0.0256,0.3909,0.3909,0.1471,0.1471
feature_2,0.017,0.017,0.4444,0.4444,0.167,0.167
feature_3,0.7826,0.7826,0.4035,0.4035,0.1516,0.1516
feature_4,0.0336,0.0336,0.3609,0.3609,0.1357,0.1357
rank_correlation,1.0,1.0,0.1,0.1,0.1,0.1
cosine_similarity,1.0,1.0,0.5533,0.5533,0.5534,0.5534
