,reg,reg_abs,head1_self,head2_self,head3_self,head4_self,head5_self,head6_self,head7_self,head8_self,head_sum_self,head1_no_self,head2_no_self,head3_no_self,head4_no_self,head5_no_self,head6_no_self,head7_no_self,head8_no_self,head_sum_no_self
feature_0,0.2728,0.3283,3.1497,3.1242,3.1511,3.1432,3.1451,3.1321,3.1468,3.158,25.1502,0.3081,0.1354,0.1349,0.2395,0.0523,0.0973,0.4035,0.1784,1.5494
feature_1,0.0149,0.018,2.7177,2.7338,2.7082,2.7188,2.7224,2.7246,2.7151,2.7136,21.7542,0.156,0.0991,0.136,0.1264,0.038,0.3743,0.1265,0.294,1.3503
feature_2,-0.0042,0.0051,2.2297,2.5416,2.3289,2.3678,2.2548,2.3069,2.3388,2.1965,18.5652,0.1432,0.2858,0.1441,0.1668,0.0769,0.202,0.0796,0.0626,1.1609
feature_3,0.5035,0.6058,2.9464,2.5791,2.8406,2.7916,2.9143,2.871,2.8262,2.9899,22.7591,0.1102,0.3027,0.3225,0.0553,0.2684,0.0863,0.1003,0.1947,1.4404
feature_4,-0.0356,0.0428,2.3952,2.5815,2.4625,2.4752,2.4088,2.4389,2.4582,2.3726,19.5928,0.0951,0.0777,0.1333,0.1648,0.3593,0.1479,0.1337,0.1062,1.218
rank_correlation,0.7,1.0,0.8,0.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,-0.1,0.3,0.1,-0.3,0.3,-0.9,0.4,0.4,0.8
cosine_similarity,0.9922,1.0,0.7127,0.6571,0.6971,0.6898,0.708,0.7005,0.6951,0.719,0.6977,0.6334,0.7451,0.8501,0.4885,0.6182,0.3037,0.6324,0.653,0.7013
